date,no tickets sol,sell_amt,purchase_amt,Ratio,no tickets sol * Ratio,norm_ratio,norm_ratio_cum_sum,norm_ratio*1000,no tickets sol_cumsum,actual_cumsum_ratio
2022-04-15,1617,103.5883487940631,106.53450402226345,0.9723455301619026,1572.2827222717965,0.010711291892504122,0.57229261266269,10.711291892504121,77807,0.5290653792540714
2022-04-16,2780,98.5587320143885,110.2392721233813,0.8940437478948539,2485.441619147694,0.016932254159736853,0.5892248668224269,16.932254159736853,80587,0.5479685853194166
2022-04-17,2671,136.38546798951705,107.44882035642082,1.2693063314898185,3390.3172114093054,0.023096785803964365,0.6123216526263913,23.096785803964366,83258,0.5661306225138544
2022-04-18,1362,97.46602790014686,100.05821891850222,0.9740931724912402,1326.7149009330692,0.009038343016003838,0.6213599956423951,9.038343016003838,84620,0.5753918335429912
2022-04-19,3218,91.1905593536358,106.52388688875078,0.8560573784626496,2754.7926438928066,0.01876722786180827,0.6401272235042034,18.767227861808273,87838,0.5972733145207901
2022-04-20,3268,92.50366738066096,104.369761374541,0.8863071656234087,2896.4518172573,0.019732291417913182,0.6598595149221166,19.73229141791318,91106,0.6194947812191888
2022-04-21,2281,133.3191363437089,106.44362143928102,1.2524859126458654,2856.920366745219,0.019462980498591267,0.6793224954207079,19.462980498591268,93387,0.6350049297929486
2022-04-22,502,94.63256972111553,109.27015903386453,0.8660422072945589,434.75318806186857,0.0029617881266282902,0.6822842835473362,2.9617881266282904,93889,0.63841838642777
2022-04-28,843,99.40071174377225,102.35566726215896,0.9711305138501192,818.6630231756504,0.005577202165119509,0.6878614857124556,5.577202165119509,94732,0.6441505456770815
2022-04-29,1090,100.14052293577981,103.69484205229357,0.9657232795174007,1052.6383746739668,0.007171176486689699,0.6950326621991454,7.171176486689699,95822,0.6515622343861558
2022-04-30,1750,108.22753719314287,107.59685714342858,1.005861509959102,1760.2576424284284,0.011991884886211128,0.7070245470853566,11.991884886211128,97572,0.6634617346071465
2022-05-01,1552,97.4280219072165,105.2529555431701,0.9256559248567214,1436.6179953776316,0.009787065944653851,0.7168116130300104,9.78706594465385,99124,0.6740148913745623
2022-05-02,332,93.1110843373494,100.03002811746988,0.9308313322476002,309.0360023062033,0.002105330535726703,0.7189169435657371,2.105330535726703,99456,0.6762723965593445
2022-05-03,420,88.94890476190477,104.70132936904763,0.8495489531788154,356.8105603351025,0.002430798232365587,0.7213477417981027,2.430798232365587,99876,0.6791282766123823
2022-05-04,220,98.1520909090909,111.66693560909091,0.8789718314890361,193.37380292758795,0.0013173732803780727,0.7226651150784807,1.3173732803780727,100096,0.6806242137830211
2022-05-05,482,95.15767634854772,112.4423703319502,0.8462795302840475,407.9067335969109,0.0027788946775178878,0.7254440097559987,2.7788946775178878,100578,0.6839016761296025
2022-05-06,557,90.63475763016157,109.02132076660682,0.8313489232458735,463.06135024795157,0.003154639567288634,0.7285986493232873,3.154639567288634,101135,0.6876891170570836
2022-05-07,839,86.15303337306318,113.2481867306317,0.7607453669698383,638.2653628876943,0.004348229812566323,0.7329468791358537,4.348229812566323,101974,0.6933940774487471
2022-05-08,1052,96.43869465114068,106.33287642870722,0.9069508687259084,954.1123138996555,0.006499960438187059,0.7394468395740407,6.499960438187059,103026,0.7005473770101656
2022-05-09,399,97.0731328320802,107.20153509022556,0.9055199885932524,361.30247544870775,0.0024613997350448613,0.7419082393090856,2.4613997350448615,103425,0.7032604630605515
2022-05-10,493,93.83732251521299,108.8339526693712,0.8622063263684195,425.06771889963085,0.0028958051543275607,0.7448040444634131,2.8958051543275607,103918,0.7066127222656648
2022-05-11,727,87.16375515818433,108.64460293810178,0.8022833422093156,583.2599897861725,0.003973501655473056,0.7487775461188861,3.973501655473056,104645,0.711556114643185
2022-05-12,749,103.24782389586115,109.91005963684913,0.9393846590293874,703.5991096130111,0.004793320775974385,0.7535708668948605,4.793320775974385,105394,0.716649100737769
